0,229.89,-751.78
1,265.37,-754.52
2,276.1,-745.6
3,292.67,-760.31
4,255.72,-735.55
5,366.42,-739.94
6,372.83,-655.39
7,1021.04,-612.92
8,243.84,-748.64
9,252.34,-731.6
10,365.51,-673.08
11,326.41,-675.05
12,343.76,-692.08
13,223.69,-728.59
14,447.86,-688.67
15,266.19,-746.43
16,294.14,-670.83
17,342.62,-680.49
18,325.48,-752.89
19,696.18,-715.29
20,267.71,-740.77
21,234.54,-719.72
22,266.37,-712.16
23,1458.96,-713.72
24,235.53,-755.25
25,351.46,-633.78
26,407.29,-709.32
27,235.95,-764.28
28,577.03,-741.87
29,245.83,-690.8
30,237.76,-723.39
31,273.65,-697.45
32,335.91,-647.02
33,736.82,-646.87
34,443.88,-681.96
35,1287.75,-649.03
36,188.57,-768.38
37,188.94,-782.93
38,188.64,-730.61
39,848.92,-712.23
40,509.77,-682.36
41,1321.11,-508.2
42,230.94,-753.57
43,249.95,-740.64
44,241.47,-758.09
45,234.12,-748.02
46,272.67,-714.18
47,236.74,-725.25
48,244.03,-689.37
49,402.51,-747.15
50,3049.33,-357.35
51,1467.26,-540.05
52,502.54,-644.51
53,276.34,-696.44
54,217.49,-755.41
55,243.09,-743.72
56,1284.15,-554.11
57,275.04,-742.64
58,2286.2,-549.39
59,294.29,-732.39
60,747.32,-783.22
61,329.26,-740.79
62,264.01,-709.88
63,279.53,-725.52
64,287.84,-739.34
65,642.02,-802.63
66,274.3,-685.63
67,264.61,-745.6
68,713.73,-728.23
69,913.73,-684.85
70,420.07,-655.35
71,266.41,-772.35
72,276.67,-742.75
73,4862.38,-430.0
74,271.48,-669.48
75,504.33,-581.25
76,240.31,-766.68
77,389.21,-768.86
78,244.12,-712.39
79,219.13,-738.23
80,368.35,-705.09
81,859.79,-651.35
82,228.41,-717.97
83,559.97,-730.53
84,413.42,-709.33
85,326.92,-713.43
86,546.39,-594.27
87,293.78,-659.32
88,231.52,-749.77
89,424.13,-738.99
90,1118.54,-611.19
91,239.46,-762.58
92,287.45,-682.52
93,259.34,-684.89
94,220.47,-746.13
95,910.81,-575.08
96,498.82,-742.75
97,502.42,-691.89
98,239.19,-692.78
99,392.49,-738.95
100,413.37,-749.28
101,744.14,-789.17
102,201.97,-737.93
103,332.86,-591.49
104,316.41,-716.46
105,251.55,-733.61
106,735.59,-620.47
107,1412.62,-662.7
108,423.33,-641.46
109,197.79,-763.39
110,255.9,-754.29
111,302.72,-749.03
112,233.21,-733.8
113,317.5,-717.53
114,599.77,-590.78
115,384.54,-559.29
116,249.26,-753.27
117,325.84,-694.32
118,471.82,-789.43
119,1016.24,-424.13
120,246.35,-720.21
121,238.41,-742.7
122,225.15,-747.43
123,316.22,-756.43
124,1151.98,-756.98
125,252.87,-710.15
126,338.37,-620.56
127,244.02,-718.4
128,377.18,-770.6
129,378.35,-632.4
130,327.47,-715.44
131,311.19,-727.75
132,353.82,-608.34
133,470.75,-794.18
134,314.68,-765.61
135,216.15,-764.54
136,402.97,-758.87
137,258.66,-707.12
138,746.56,-716.58
139,254.41,-674.69
140,1609.01,-788.82
141,265.99,-753.89
142,815.84,-746.7
143,441.35,-773.75
144,308.56,-632.39
145,1043.38,-902.36
146,226.77,-717.16
147,361.96,-704.93
148,2612.69,-634.46
149,507.48,-723.25
150,518.26,-745.2
151,270.54,-708.87
152,341.65,-767.06
153,255.43,-750.08
154,1368.65,-692.47
155,373.52,-754.71
156,245.81,-689.43
157,1769.05,-564.39
158,998.8,-752.4
159,277.67,-772.36
160,290.69,-739.94
161,257.63,-697.72
162,336.64,-776.69
163,295.22,-712.79
164,261.09,-741.07
165,630.0,-770.28
166,693.17,-746.94
167,292.29,-728.94
168,239.23,-755.7
169,341.96,-703.46
170,309.5,-742.87
171,292.39,-740.53
172,241.23,-754.46
173,253.33,-715.13
174,233.6,-689.0
175,329.67,-687.32
176,243.05,-739.4
177,288.95,-796.58
178,189.36,-748.04
179,283.53,-653.06
180,306.86,-722.9
181,334.81,-746.22
182,960.97,-534.72
183,342.74,-763.35
184,390.92,-690.58
185,372.17,-643.43
186,239.72,-743.97
187,1092.57,-634.12
188,203.53,-764.79
189,356.87,-631.95
190,293.95,-771.98
191,290.34,-731.37
192,252.12,-718.78
193,303.96,-725.72
194,252.54,-767.74
195,354.34,-758.63
196,377.05,-770.38
197,522.1,-772.92
198,1283.11,-663.35
199,228.55,-729.09
200,1503.87,-571.65
201,181.52,-746.93
202,343.05,-623.04
203,221.88,-760.08
204,248.02,-695.97
205,303.31,-751.37
206,752.47,-778.63
207,851.31,-817.04
208,369.07,-655.95
209,170.37,-768.06
210,196.59,-757.22
211,232.28,-758.85
212,701.64,-787.5
213,325.63,-745.24
214,255.5,-693.55
215,187.42,-730.85
216,262.75,-699.78
217,326.89,-733.13
218,202.32,-779.34
219,451.2,-738.36
220,210.52,-759.81
221,279.74,-733.28
222,1713.19,-564.75
223,268.29,-738.83
224,235.41,-724.46
225,212.46,-759.98
226,596.81,-579.72
227,330.54,-681.15
228,204.86,-725.87
229,234.94,-658.55
230,314.34,-719.27
231,623.61,-762.99
232,213.23,-717.65
233,753.79,-809.71
234,174.85,-771.63
235,277.48,-696.15
236,248.92,-736.59
237,965.9,-803.61
238,227.14,-727.63
239,747.01,-800.37
240,366.8,-764.93
241,216.51,-724.89
242,206.21,-718.37
243,270.68,-731.56
244,232.1,-744.58
245,242.38,-746.94
246,329.5,-739.07
247,354.07,-636.65
248,894.9,-806.79
249,43554.28,-406.96
250,628.45,-533.29
251,690.83,-836.56
252,263.14,-761.0
253,747.39,-755.57
254,224.96,-725.52
255,203.28,-777.99
256,254.28,-699.1
257,421.63,-740.41
258,255.9,-750.96
259,201.5,-745.91
260,279.23,-713.01
261,369.28,-746.0
262,227.47,-725.33
263,193.61,-745.91
264,253.41,-767.35
265,543.05,-759.76
266,359.06,-640.4
267,317.76,-751.07
268,409.08,-522.21
269,365.5,-668.34
270,211.72,-767.42
271,219.02,-726.58
272,230.84,-750.65
273,398.59,-649.39
274,176.62,-785.99
275,192.47,-764.64
276,384.99,-736.18
277,518.63,-720.11
278,1276.82,-794.58
279,513.04,-669.54
280,245.78,-705.21
281,647.11,-741.87
282,302.04,-740.4
283,401.65,-752.87
284,211.38,-754.14
285,183.14,-749.78
286,260.64,-762.86
287,410.19,-761.57
288,266.97,-622.77
289,211.53,-752.18
290,207.68,-733.04
291,463.14,-750.22
292,219.21,-750.56
293,820.54,-766.28
294,196.44,-751.34
295,202.16,-691.53
296,283.02,-728.25
297,339.33,-730.47
298,278.25,-731.32
299,213.5,-774.31
300,1159.0,-745.23
301,246.14,-744.46
302,281.62,-753.31
303,459.14,-597.65
304,199.89,-747.45
305,331.05,-756.14
306,533.31,-637.54
307,1445.28,-535.02
308,630.23,-666.18
309,221.87,-741.47
310,206.49,-752.78
311,179.39,-757.6
312,322.45,-755.45
